EXPERIMENTALCONDITION,PARTICIPANTID,COMPUTERID,EXPERIMENT,DPS,BLOCKDP,DP,ABSORDER,RELORDER,DATE,TIME,NDESCRIPTIVETRIALS,LEARNINGMODE,PREFERREDROUTE,CONTROLROUTE_C,TREATMENTROUTE_T,PREFERREDDIRECTION,CONTROLALTERNATIVE_C,TREATMENTALTERNATIVE_T,PREFERREDALTERNATIVE_T
descriptiveTreatmentCondition1,20, C11,3,6,1,9,6,6,23062017,94557,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveTreatmentCondition1,20, C11,3,6,2,10,7,7,23062017,94616,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,20, C11,2,6,3,5,8,8,23062017,94628,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,20, C11,2,6,2,4,9,9,23062017,94633,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveTreatmentCondition1,20, C11,2,6,1,3,10,10,23062017,94639,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveTreatmentCondition1,20, C11,2,6,4,6,11,11,23062017,94646,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,20, C11,1,2,1,1,12,12,23062017,94650,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,20, C11,3,6,5,13,13,13,23062017,94713,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveTreatmentCondition1,20, C11,2,6,6,8,14,14,23062017,94719,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,19, C56,3,6,2,10,1,1,22062017,163501,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveControl,19, C56,3,6,3,11,2,2,22062017,163518,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveControl,19, C56,1,2,1,1,3,3,22062017,163528,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveControl,19, C56,2,6,5,7,4,4,22062017,163535,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,19, C56,3,6,4,12,5,5,22062017,163544,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveControl,19, C56,2,6,2,4,6,6,22062017,163552,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,19, C56,2,6,4,6,7,7,22062017,163604,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,19, C56,2,6,6,8,8,8,22062017,163617,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveControl,19, C56,3,6,5,13,9,9,22062017,163629,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveControl,19, C56,1,2,2,2,10,10,22062017,163636,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,19, C56,3,6,6,14,11,11,22062017,163702,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,19, C56,2,6,3,5,12,12,22062017,163707,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveControl,19, C56,2,6,1,3,13,13,22062017,163713,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveControl,19, C56,3,6,1,9,14,14,22062017,163723,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,18, C36,2,6,3,5,1,1,22062017,164321,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveTreatmentCondition1,18, C36,3,6,6,14,2,2,22062017,164346,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveTreatmentCondition1,18, C36,2,6,1,3,3,3,22062017,164352,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveTreatmentCondition1,18, C36,2,6,2,4,4,4,22062017,164359,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveTreatmentCondition1,18, C36,2,6,4,6,5,5,22062017,164418,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,18, C36,3,6,5,13,6,6,22062017,164442,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,18, C36,3,6,1,9,7,7,22062017,164453,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveTreatmentCondition1,18, C36,2,6,5,7,8,8,22062017,164508,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveTreatmentCondition1,18, C36,2,6,6,8,9,9,22062017,164512,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,18, C36,3,6,3,11,10,10,22062017,164542,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveTreatmentCondition1,18, C36,3,6,2,10,11,11,22062017,164548,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,18, C36,3,6,4,12,12,12,22062017,164603,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveTreatmentCondition1,18, C36,1,2,2,2,13,13,22062017,164609,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,18, C36,1,2,1,1,14,14,22062017,164613,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveControl,17, C16,2,6,6,8,1,1,22062017,162846,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveControl,17, C16,3,6,4,12,2,2,22062017,162921,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveControl,17, C16,2,6,2,4,3,3,22062017,162939,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveControl,17, C16,2,6,4,6,4,4,22062017,162950,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveControl,17, C16,2,6,3,5,5,5,22062017,162959,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,17, C16,3,6,5,13,6,6,22062017,163101,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveControl,17, C16,2,6,5,7,7,7,22062017,163110,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveControl,17, C16,2,6,1,3,8,8,22062017,163118,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveControl,17, C16,1,2,2,2,9,9,22062017,163126,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveControl,17, C16,1,2,1,1,10,10,22062017,163136,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,17, C16,3,6,2,10,11,11,22062017,163150,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,17, C16,3,6,1,9,12,12,22062017,163204,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveControl,17, C16,3,6,6,14,13,13,22062017,163305,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveControl,17, C16,3,6,3,11,14,14,22062017,163358,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveTreatmentCondition1,16, C56,2,6,1,3,1,1,22062017,152540,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveTreatmentCondition1,16, C56,1,2,2,2,2,2,22062017,152548,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveTreatmentCondition1,16, C56,2,6,3,5,3,3,22062017,152600,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveTreatmentCondition1,16, C56,3,6,5,13,4,4,22062017,152624,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveTreatmentCondition1,16, C56,1,2,1,1,5,5,22062017,152628,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveTreatmentCondition1,16, C56,3,6,1,9,6,6,22062017,152638,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveTreatmentCondition1,16, C56,3,6,3,11,7,7,22062017,152700,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,16, C56,3,6,4,12,8,8,22062017,152713,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,16, C56,2,6,2,4,9,9,22062017,152728,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveTreatmentCondition1,16, C56,3,6,2,10,10,10,22062017,152804,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveTreatmentCondition1,16, C56,2,6,5,7,11,11,22062017,152811,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,16, C56,2,6,6,8,12,12,22062017,152822,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveTreatmentCondition1,16, C56,2,6,4,6,13,13,22062017,152858,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveTreatmentCondition1,16, C56,3,6,6,14,14,14,22062017,152927,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,15, C51,3,6,4,12,1,1,22062017,153145,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,15, C51,3,6,6,14,2,2,22062017,153208,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,15, C51,2,6,2,4,3,3,22062017,153241,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveControl,15, C51,3,6,5,13,4,4,22062017,153335,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,15, C51,2,6,1,3,5,5,22062017,153340,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveControl,15, C51,2,6,4,6,6,6,22062017,153349,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveControl,15, C51,2,6,5,7,7,7,22062017,153405,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveControl,15, C51,1,2,1,1,8,8,22062017,153420,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,15, C51,1,2,2,2,9,9,22062017,153424,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,15, C51,2,6,3,5,10,10,22062017,153448,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveControl,15, C51,2,6,6,8,11,11,22062017,153453,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,15, C51,3,6,3,11,12,12,22062017,153504,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,15, C51,3,6,2,10,13,13,22062017,153515,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveControl,15, C51,3,6,1,9,14,14,22062017,153523,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveTreatmentCondition1,14, C31,2,6,4,6,1,1,22062017,152805,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,14, C31,2,6,1,3,2,2,22062017,152815,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveTreatmentCondition1,14, C31,3,6,1,9,3,3,22062017,152828,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,14, C31,2,6,3,5,4,4,22062017,152837,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveTreatmentCondition1,14, C31,3,6,3,11,5,5,22062017,152845,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,14, C31,3,6,5,13,6,6,22062017,152908,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,14, C31,1,2,2,2,7,7,22062017,152919,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,14, C31,3,6,6,14,8,8,22062017,152933,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,14, C31,3,6,2,10,9,9,22062017,152941,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,14, C31,2,6,2,4,10,10,22062017,152952,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveTreatmentCondition1,14, C31,2,6,6,8,11,11,22062017,153001,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveTreatmentCondition1,14, C31,2,6,5,7,12,12,22062017,153013,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveTreatmentCondition1,14, C31,3,6,4,12,13,13,22062017,153023,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveTreatmentCondition1,14, C31,1,2,1,1,14,14,22062017,153028,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,13, C11,3,6,4,12,1,1,22062017,152752,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,13, C11,3,6,5,13,2,2,22062017,152805,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveControl,13, C11,2,6,6,8,3,3,22062017,152822,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveControl,13, C11,1,2,1,1,4,4,22062017,152831,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,13, C11,3,6,1,9,5,5,22062017,152845,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveControl,13, C11,2,6,4,6,6,6,22062017,152851,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,13, C11,3,6,2,10,7,7,22062017,152858,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,13, C11,2,6,1,3,8,8,22062017,152907,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveControl,13, C11,2,6,5,7,9,9,22062017,152911,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,13, C11,2,6,3,5,10,10,22062017,152918,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveControl,13, C11,2,6,2,4,11,11,22062017,152923,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveControl,13, C11,3,6,6,14,12,12,22062017,152953,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,13, C11,1,2,2,2,13,13,22062017,152958,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveControl,13, C11,3,6,3,11,14,14,22062017,153020,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,12, C51,2,6,5,7,1,1,22062017,114916,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveTreatmentCondition1,12, C51,2,6,2,4,2,2,22062017,114933,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,12, C51,2,6,3,5,3,3,22062017,114946,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveTreatmentCondition1,12, C51,1,2,1,1,4,4,22062017,115000,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,12, C51,3,6,1,9,5,5,22062017,115008,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,12, C51,2,6,4,6,6,6,22062017,115025,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,12, C51,3,6,6,14,7,7,22062017,115046,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveTreatmentCondition1,12, C51,3,6,2,10,8,8,22062017,115058,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveTreatmentCondition1,12, C51,3,6,4,12,9,9,22062017,115106,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,12, C51,1,2,2,2,10,10,22062017,115114,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,12, C51,2,6,6,8,11,11,22062017,115132,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,12, C51,3,6,5,13,12,12,22062017,115142,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,12, C51,3,6,3,11,13,13,22062017,115223,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveTreatmentCondition1,12, C51,2,6,1,3,14,14,22062017,115231,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveControl,11, C31,3,6,6,14,1,1,22062017,114241,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveControl,11, C31,3,6,2,10,2,2,22062017,114321,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveControl,11, C31,3,6,3,11,3,3,22062017,114348,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,11, C31,2,6,2,4,4,4,22062017,114358,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,11, C31,2,6,4,6,5,5,22062017,114415,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,11, C31,2,6,1,3,6,6,22062017,114425,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,11, C31,1,2,1,1,7,7,22062017,114441,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveControl,11, C31,1,2,2,2,8,8,22062017,114453,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveControl,11, C31,2,6,3,5,9,9,22062017,114459,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,11, C31,3,6,5,13,10,10,22062017,114509,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveControl,11, C31,3,6,1,9,11,11,22062017,114520,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,11, C31,2,6,6,8,12,12,22062017,114530,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,11, C31,3,6,4,12,13,13,22062017,114600,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveControl,11, C31,2,6,5,7,14,14,22062017,114604,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,10, C11,1,2,2,2,1,1,22062017,114823,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveTreatmentCondition1,10, C11,3,6,4,12,2,2,22062017,114853,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,10, C11,2,6,1,3,3,3,22062017,114909,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,10, C11,2,6,3,5,4,4,22062017,114924,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveTreatmentCondition1,10, C11,3,6,5,13,5,5,22062017,114946,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,10, C11,2,6,4,6,6,6,22062017,114959,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,10, C11,2,6,5,7,7,7,22062017,115015,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,10, C11,2,6,6,8,8,8,22062017,115043,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveTreatmentCondition1,10, C11,3,6,2,10,9,9,22062017,115106,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,10, C11,3,6,6,14,10,10,22062017,115200,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveTreatmentCondition1,10, C11,3,6,3,11,11,11,22062017,115224,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,10, C11,1,2,1,1,12,12,22062017,115230,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveTreatmentCondition1,10, C11,2,6,2,4,13,13,22062017,115235,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveTreatmentCondition1,10, C11,3,6,1,9,14,14,22062017,115247,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,9, C11,3,6,4,12,1,1,22062017,104606,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveControl,9, C11,1,2,2,2,2,2,22062017,104625,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,9, C11,3,6,5,13,3,3,22062017,104643,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveControl,9, C11,2,6,6,8,4,4,22062017,104700,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveControl,9, C11,3,6,1,9,5,5,22062017,104709,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveControl,9, C11,2,6,4,6,6,6,22062017,104714,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveControl,9, C11,3,6,2,10,7,7,22062017,104722,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,9, C11,2,6,1,3,8,8,22062017,104730,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,9, C11,2,6,2,4,9,9,22062017,104734,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveControl,9, C11,2,6,5,7,10,10,22062017,104743,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveControl,9, C11,2,6,3,5,11,11,22062017,104749,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveControl,9, C11,1,2,1,1,12,12,22062017,104800,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveControl,9, C11,3,6,6,14,13,13,22062017,104806,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveControl,9, C11,3,6,3,11,14,14,22062017,104819,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,8, C41,2,6,1,3,1,1,22062017,94037,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveTreatmentCondition1,8, C41,1,2,1,1,2,2,22062017,94053,4, halfRandom, control, clockwise, counterclockwise, clockwise, B, A, B
descriptiveTreatmentCondition1,8, C41,3,6,1,9,3,3,22062017,94102,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,8, C41,2,6,5,7,4,4,22062017,94125,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,8, C41,2,6,3,5,5,5,22062017,94137,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,8, C41,3,6,2,10,6,6,22062017,94148,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,8, C41,2,6,2,4,7,7,22062017,94200,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveTreatmentCondition1,8, C41,2,6,4,6,8,8,22062017,94212,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,8, C41,2,6,6,8,9,9,22062017,94227,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,8, C41,3,6,5,13,10,10,22062017,94238,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,8, C41,3,6,6,14,11,11,22062017,94306,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, A, B, B
descriptiveTreatmentCondition1,8, C41,3,6,4,12,12,12,22062017,94316,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveTreatmentCondition1,8, C41,1,2,2,2,13,13,22062017,94324,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,8, C41,3,6,3,11,14,14,22062017,94349,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,7, C11,3,6,4,12,1,1,22062017,94320,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveControl,7, C11,3,6,5,13,2,2,22062017,94355,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveControl,7, C11,2,6,1,3,3,3,22062017,94403,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,7, C11,3,6,3,11,4,4,22062017,94427,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,7, C11,2,6,4,6,5,5,22062017,94436,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveControl,7, C11,1,2,2,2,6,6,22062017,94451,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveControl,7, C11,3,6,1,9,7,7,22062017,94504,4, halfRandom, control, clockwise, counterclockwise, clockwise, A, B, A
descriptiveControl,7, C11,3,6,2,10,8,8,22062017,94524,4, halfRandom, treatment, clockwise, counterclockwise, counterclockwise, B, A, A
descriptiveControl,7, C11,2,6,5,7,9,9,22062017,94535,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveControl,7, C11,2,6,6,8,10,10,22062017,94542,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveControl,7, C11,1,2,1,1,11,11,22062017,94554,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,7, C11,2,6,2,4,12,12,22062017,94558,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
descriptiveControl,7, C11,3,6,6,14,13,13,22062017,94614,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveControl,7, C11,2,6,3,5,14,14,22062017,94624,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,6, C51,3,6,5,13,1,1,21062017,143743,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, B, A, A
descriptiveTreatmentCondition1,6, C51,3,6,3,11,2,2,21062017,143832,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, B, A, B
descriptiveTreatmentCondition1,6, C51,3,6,1,9,3,3,21062017,143906,4, halfRandom, treatment, counterclockwise, clockwise, clockwise, A, B, B
descriptiveTreatmentCondition1,6, C51,2,6,2,4,4,4,21062017,143920,4, halfRandom, control, counterclockwise, clockwise, counterclockwise, A, B, A
