EXPERIMENTALCONDITION,PARTICIPANTID,COMPUTERID,EXPERIMENT,TYPE,DPS,BLOCKDP,DP,ABSORDER,RELORDER,DATE,TIME,LEARNINGMODE,NLEARNINGTRIALS,NEXTRALEARNINGTRIALS,NTOTALLEARNINGTRIALS,NCONSEQUENCETRIALS,NTOTALTRIALS,RANDOMORIGIN,RANDOMDESTINATION,PREFERREDROUTE,CONTROLROUTE_C,TREATMENTROUTE_T,PREFERREDDIRECTION,CONTROLCOLOR_C,TREATMENTCOLOR_T,PREFERREDCOLOR,CERTAINTYLEVEL
simulatedControlCondition,75,A00,1,decision,2,2,2,1,1,19072017,130438,halfRandom,2,0,2,1,2,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,NA
simulatedControlCondition,75,A00,1,confirmation,2,2,2,1,1,19072017,130513,halfRandom,2,0,2,1,3,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,60
simulatedControlCondition,75,A00,1,decision,2,1,1,2,2,19072017,130601,halfRandom,2,0,2,1,2,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,NA
simulatedControlCondition,75,A00,1,confirmation,2,1,1,2,2,19072017,130635,halfRandom,2,0,2,1,3,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,50
simulatedControlCondition,75,A00,2,decision,6,2,4,3,1,19072017,130727,halfRandom,2,0,2,1,2,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,NA
simulatedControlCondition,75,A00,2,confirmation,6,2,4,3,1,19072017,130754,halfRandom,2,0,2,1,3,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,90
simulatedControlCondition,75,A00,2,decision,6,5,7,4,2,19072017,130834,halfRandom,2,0,2,1,2,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,NA
simulatedControlCondition,75,A00,2,confirmation,6,5,7,4,2,19072017,130855,halfRandom,2,0,2,1,3,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,79
simulatedControlCondition,75,A00,2,decision,6,1,3,5,3,19072017,130934,halfRandom,2,0,2,1,2,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,NA
simulatedControlCondition,75,A00,2,confirmation,6,1,3,5,3,19072017,130957,halfRandom,2,0,2,1,3,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,70
simulatedControlCondition,75,A00,2,decision,6,6,8,6,4,19072017,131038,halfRandom,2,0,2,1,2,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,NA
simulatedControlCondition,75,A00,2,confirmation,6,6,8,6,4,19072017,131058,halfRandom,2,0,2,1,3,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,43
simulatedControlCondition,75,A00,2,decision,6,4,6,7,5,19072017,131138,halfRandom,2,0,2,1,2,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,NA
simulatedControlCondition,75,A00,2,confirmation,6,4,6,7,5,19072017,131159,halfRandom,2,0,2,1,3,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,90
simulatedControlCondition,75,A00,2,decision,6,3,5,8,6,19072017,131242,halfRandom,2,0,2,1,2,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,NA
simulatedControlCondition,75,A00,2,confirmation,6,3,5,8,6,19072017,131303,halfRandom,2,0,2,1,3,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,90
simulatedControlCondition,75,A00,3,decision,6,2,10,9,1,19072017,131733,halfRandom,4,0,4,2,4,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,NA
simulatedControlCondition,75,A00,3,confirmation,6,2,10,9,1,19072017,131810,halfRandom,4,0,4,2,6,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,80
simulatedControlCondition,75,A00,3,decision,6,4,12,10,2,19072017,131926,halfRandom,4,0,4,2,4,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,NA
simulatedControlCondition,75,A00,3,confirmation,6,4,12,10,2,19072017,132007,halfRandom,4,0,4,2,6,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,90
simulatedControlCondition,75,A00,3,decision,6,5,13,11,3,19072017,132125,halfRandom,4,0,4,2,4,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,NA
simulatedControlCondition,75,A00,3,confirmation,6,5,13,11,3,19072017,132204,halfRandom,4,0,4,2,6,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,40
simulatedControlCondition,75,A00,3,decision,6,6,14,12,4,19072017,132317,halfRandom,4,0,4,2,4,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,NA
simulatedControlCondition,75,A00,3,confirmation,6,6,14,12,4,19072017,132355,halfRandom,4,0,4,2,6,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,33
simulatedControlCondition,75,A00,3,decision,6,3,11,13,5,19072017,132507,halfRandom,4,0,4,2,4,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,NA
simulatedControlCondition,75,A00,3,confirmation,6,3,11,13,5,19072017,132546,halfRandom,4,0,4,2,6,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,70
simulatedControlCondition,75,A00,3,decision,6,1,9,14,6,19072017,132659,halfRandom,4,0,4,2,4,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,NA
simulatedControlCondition,75,A00,3,confirmation,6,1,9,14,6,19072017,132737,halfRandom,4,0,4,2,6,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,90
simulatedTreatmentCondition1,74,F00,1,decision,2,2,2,1,1,19072017,120155,halfRandom,2,0,2,1,2,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,NA
simulatedTreatmentCondition1,74,F00,1,confirmation,2,2,2,1,1,19072017,120224,halfRandom,2,0,2,1,3,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,52
simulatedTreatmentCondition1,74,F00,1,decision,2,1,1,2,2,19072017,120311,halfRandom,2,0,2,1,2,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,NA
simulatedTreatmentCondition1,74,F00,1,confirmation,2,1,1,2,2,19072017,120339,halfRandom,2,0,2,1,3,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,97
simulatedTreatmentCondition1,74,F00,2,decision,6,3,5,3,1,19072017,120437,halfRandom,2,0,2,1,2,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,NA
simulatedTreatmentCondition1,74,F00,2,confirmation,6,3,5,3,1,19072017,120501,halfRandom,2,0,2,1,3,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,97
simulatedTreatmentCondition1,74,F00,2,decision,6,5,7,4,2,19072017,120604,halfRandom,2,0,2,1,2,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,NA
simulatedTreatmentCondition1,74,F00,2,confirmation,6,5,7,4,2,19072017,120628,halfRandom,2,0,2,1,3,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,71
simulatedTreatmentCondition1,74,F00,2,decision,6,2,4,5,3,19072017,120711,halfRandom,2,0,2,1,2,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,NA
simulatedTreatmentCondition1,74,F00,2,confirmation,6,2,4,5,3,19072017,120735,halfRandom,2,0,2,1,3,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,95
simulatedTreatmentCondition1,74,F00,2,decision,6,1,3,6,4,19072017,120815,halfRandom,2,0,2,1,2,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,NA
simulatedTreatmentCondition1,74,F00,2,confirmation,6,1,3,6,4,19072017,120837,halfRandom,2,0,2,1,3,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,63
simulatedTreatmentCondition1,74,F00,2,decision,6,6,8,7,5,19072017,120918,halfRandom,2,0,2,1,2,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,NA
simulatedTreatmentCondition1,74,F00,2,confirmation,6,6,8,7,5,19072017,120943,halfRandom,2,0,2,1,3,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,70
simulatedTreatmentCondition1,74,F00,2,decision,6,4,6,8,6,19072017,121028,halfRandom,2,0,2,1,2,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,NA
simulatedTreatmentCondition1,74,F00,2,confirmation,6,4,6,8,6,19072017,121055,halfRandom,2,0,2,1,3,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,85
simulatedTreatmentCondition1,74,F00,3,decision,6,5,13,9,1,19072017,121536,halfRandom,4,0,4,2,4,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,NA
simulatedTreatmentCondition1,74,F00,3,confirmation,6,5,13,9,1,19072017,121621,halfRandom,4,0,4,2,6,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,60
simulatedTreatmentCondition1,74,F00,3,decision,6,2,10,10,2,19072017,121739,halfRandom,4,0,4,2,4,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,NA
simulatedTreatmentCondition1,74,F00,3,confirmation,6,2,10,10,2,19072017,121820,halfRandom,4,0,4,2,6,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,72
simulatedTreatmentCondition1,74,F00,3,decision,6,1,9,11,3,19072017,121937,halfRandom,4,0,4,2,4,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,NA
simulatedTreatmentCondition1,74,F00,3,confirmation,6,1,9,11,3,19072017,122019,halfRandom,4,0,4,2,6,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,70
simulatedTreatmentCondition1,74,F00,3,decision,6,3,11,12,4,19072017,122135,halfRandom,4,0,4,2,4,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,NA
simulatedTreatmentCondition1,74,F00,3,confirmation,6,3,11,12,4,19072017,122217,halfRandom,4,0,4,2,6,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,81
simulatedTreatmentCondition1,74,F00,3,decision,6,4,12,13,5,19072017,122332,halfRandom,4,0,4,2,4,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,NA
simulatedTreatmentCondition1,74,F00,3,confirmation,6,4,12,13,5,19072017,122414,halfRandom,4,0,4,2,6,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,84
simulatedTreatmentCondition1,74,F00,3,decision,6,6,14,14,6,19072017,122528,halfRandom,4,0,4,2,4,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,NA
simulatedTreatmentCondition1,74,F00,3,confirmation,6,6,14,14,6,19072017,122613,halfRandom,4,0,4,2,6,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,56
simulatedControlCondition,73,C00,1,decision,2,2,2,1,1,19072017,120418,halfRandom,2,0,2,1,2,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,NA
simulatedControlCondition,73,C00,1,confirmation,2,2,2,1,1,19072017,120431,halfRandom,2,0,2,1,3,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,64
simulatedControlCondition,73,C00,1,decision,2,1,1,2,2,19072017,120508,halfRandom,2,2,4,1,4,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,NA
simulatedControlCondition,73,C00,1,confirmation,2,1,1,2,2,19072017,120523,halfRandom,2,2,4,1,5,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,69
simulatedControlCondition,73,C00,2,decision,6,1,3,3,1,19072017,120558,halfRandom,2,0,2,1,2,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,NA
simulatedControlCondition,73,C00,2,confirmation,6,1,3,3,1,19072017,120604,halfRandom,2,0,2,1,3,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,90
simulatedControlCondition,73,C00,2,decision,6,5,7,4,2,19072017,120611,halfRandom,2,0,2,1,2,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,NA
simulatedControlCondition,73,C00,2,confirmation,6,5,7,4,2,19072017,120618,halfRandom,2,0,2,1,3,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,78
simulatedControlCondition,73,C00,2,decision,6,2,4,5,3,19072017,120637,halfRandom,2,0,2,1,2,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,NA
simulatedControlCondition,73,C00,2,confirmation,6,2,4,5,3,19072017,120643,halfRandom,2,0,2,1,3,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,48
simulatedControlCondition,73,C00,2,decision,6,6,8,6,4,19072017,120701,halfRandom,2,2,4,1,4,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,NA
simulatedControlCondition,73,C00,2,confirmation,6,6,8,6,4,19072017,120711,halfRandom,2,2,4,1,5,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,44
simulatedControlCondition,73,C00,2,decision,6,4,6,7,5,19072017,120717,halfRandom,2,0,2,1,2,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,NA
simulatedControlCondition,73,C00,2,confirmation,6,4,6,7,5,19072017,120723,halfRandom,2,0,2,1,3,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,66
simulatedControlCondition,73,C00,2,decision,6,3,5,8,6,19072017,120728,halfRandom,2,0,2,1,2,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,NA
simulatedControlCondition,73,C00,2,confirmation,6,3,5,8,6,19072017,120733,halfRandom,2,0,2,1,3,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,54
simulatedControlCondition,73,C00,3,decision,6,3,11,9,1,19072017,121107,halfRandom,4,4,8,2,8,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,NA
simulatedControlCondition,73,C00,3,confirmation,6,3,11,9,1,19072017,121121,halfRandom,4,4,8,2,10,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,70
simulatedControlCondition,73,C00,3,decision,6,4,12,10,2,19072017,121132,halfRandom,4,0,4,2,4,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,NA
simulatedControlCondition,73,C00,3,confirmation,6,4,12,10,2,19072017,121139,halfRandom,4,0,4,2,6,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,42
simulatedControlCondition,73,C00,3,decision,6,1,9,11,3,19072017,121147,halfRandom,4,0,4,2,4,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,NA
simulatedControlCondition,73,C00,3,confirmation,6,1,9,11,3,19072017,121153,halfRandom,4,0,4,2,6,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,80
simulatedControlCondition,73,C00,3,decision,6,5,13,12,4,19072017,121204,halfRandom,4,0,4,2,4,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,NA
simulatedControlCondition,73,C00,3,confirmation,6,5,13,12,4,19072017,121211,halfRandom,4,0,4,2,6,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,79
simulatedControlCondition,73,C00,3,decision,6,6,14,13,5,19072017,121218,halfRandom,4,0,4,2,4,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,NA
simulatedControlCondition,73,C00,3,confirmation,6,6,14,13,5,19072017,121223,halfRandom,4,0,4,2,6,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,75
simulatedControlCondition,73,C00,3,decision,6,2,10,14,6,19072017,121230,halfRandom,4,0,4,2,4,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,NA
simulatedControlCondition,73,C00,3,confirmation,6,2,10,14,6,19072017,121235,halfRandom,4,0,4,2,6,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,90
simulatedTreatmentCondition1,72,B00,1,decision,2,2,2,1,1,19072017,120725,halfRandom,2,0,2,1,2,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,NA
simulatedTreatmentCondition1,72,B00,1,confirmation,2,2,2,1,1,19072017,120759,halfRandom,2,0,2,1,3,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,80
simulatedTreatmentCondition1,72,B00,1,decision,2,1,1,2,2,19072017,120846,halfRandom,2,0,2,1,2,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,NA
simulatedTreatmentCondition1,72,B00,1,confirmation,2,1,1,2,2,19072017,120912,halfRandom,2,0,2,1,3,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,90
simulatedTreatmentCondition1,72,B00,2,decision,6,6,8,3,1,19072017,121002,halfRandom,2,0,2,1,2,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,NA
simulatedTreatmentCondition1,72,B00,2,confirmation,6,6,8,3,1,19072017,121029,halfRandom,2,0,2,1,3,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,70
simulatedTreatmentCondition1,72,B00,2,decision,6,3,5,4,2,19072017,121112,halfRandom,2,0,2,1,2,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,NA
simulatedTreatmentCondition1,72,B00,2,confirmation,6,3,5,4,2,19072017,121135,halfRandom,2,0,2,1,3,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,90
simulatedTreatmentCondition1,72,B00,2,decision,6,5,7,5,3,19072017,121214,halfRandom,2,0,2,1,2,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,NA
simulatedTreatmentCondition1,72,B00,2,confirmation,6,5,7,5,3,19072017,121237,halfRandom,2,0,2,1,3,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,95
simulatedTreatmentCondition1,72,B00,2,decision,6,1,3,6,4,19072017,121321,halfRandom,2,0,2,1,2,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,NA
simulatedTreatmentCondition1,72,B00,2,confirmation,6,1,3,6,4,19072017,121348,halfRandom,2,0,2,1,3,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,62
simulatedTreatmentCondition1,72,B00,2,decision,6,4,6,7,5,19072017,121430,halfRandom,2,0,2,1,2,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,NA
simulatedTreatmentCondition1,72,B00,2,confirmation,6,4,6,7,5,19072017,121456,halfRandom,2,0,2,1,3,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,91
simulatedTreatmentCondition1,72,B00,2,decision,6,2,4,8,6,19072017,121537,halfRandom,2,0,2,1,2,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,NA
simulatedTreatmentCondition1,72,B00,2,confirmation,6,2,4,8,6,19072017,121600,halfRandom,2,0,2,1,3,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,75
simulatedTreatmentCondition1,72,B00,3,decision,6,3,11,9,1,19072017,122023,halfRandom,4,0,4,2,4,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,NA
simulatedTreatmentCondition1,72,B00,3,confirmation,6,3,11,9,1,19072017,122109,halfRandom,4,0,4,2,6,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,65
simulatedTreatmentCondition1,72,B00,3,decision,6,5,13,10,2,19072017,122226,halfRandom,4,0,4,2,4,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,NA
simulatedTreatmentCondition1,72,B00,3,confirmation,6,5,13,10,2,19072017,122306,halfRandom,4,0,4,2,6,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,72
simulatedTreatmentCondition1,72,B00,3,decision,6,1,9,11,3,19072017,122419,halfRandom,4,0,4,2,4,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,NA
simulatedTreatmentCondition1,72,B00,3,confirmation,6,1,9,11,3,19072017,122500,halfRandom,4,0,4,2,6,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,95
simulatedTreatmentCondition1,72,B00,3,decision,6,4,12,12,4,19072017,122620,halfRandom,4,0,4,2,4,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,NA
simulatedTreatmentCondition1,72,B00,3,confirmation,6,4,12,12,4,19072017,122707,halfRandom,4,0,4,2,6,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,56
simulatedTreatmentCondition1,72,B00,3,decision,6,2,10,13,5,19072017,122827,halfRandom,4,0,4,2,4,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,NA
simulatedTreatmentCondition1,72,B00,3,confirmation,6,2,10,13,5,19072017,122914,halfRandom,4,0,4,2,6,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,58
simulatedTreatmentCondition1,72,B00,3,decision,6,6,14,14,6,19072017,123032,halfRandom,4,0,4,2,4,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,NA
simulatedTreatmentCondition1,72,B00,3,confirmation,6,6,14,14,6,19072017,123115,halfRandom,4,0,4,2,6,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,90
simulatedControlCondition,71,A00,1,decision,2,2,2,1,1,19072017,121524,halfRandom,2,0,2,1,2,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,NA
simulatedControlCondition,71,A00,1,confirmation,2,2,2,1,1,19072017,121555,halfRandom,2,0,2,1,3,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,0
simulatedControlCondition,71,A00,1,decision,2,1,1,2,2,19072017,121640,halfRandom,2,0,2,1,2,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,NA
simulatedControlCondition,71,A00,1,confirmation,2,1,1,2,2,19072017,121708,halfRandom,2,0,2,1,3,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,100
simulatedControlCondition,71,A00,2,decision,6,4,6,3,1,19072017,121815,halfRandom,2,0,2,1,2,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,NA
simulatedControlCondition,71,A00,2,confirmation,6,4,6,3,1,19072017,121847,halfRandom,2,0,2,1,3,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,63
simulatedControlCondition,71,A00,2,decision,6,5,7,4,2,19072017,121939,halfRandom,2,0,2,1,2,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,NA
simulatedControlCondition,71,A00,2,confirmation,6,5,7,4,2,19072017,122002,halfRandom,2,0,2,1,3,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,70
simulatedControlCondition,71,A00,2,decision,6,3,5,5,3,19072017,122048,halfRandom,2,0,2,1,2,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,NA
simulatedControlCondition,71,A00,2,confirmation,6,3,5,5,3,19072017,122113,halfRandom,2,0,2,1,3,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,90
simulatedControlCondition,71,A00,2,decision,6,1,3,6,4,19072017,122158,halfRandom,2,0,2,1,2,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,NA
simulatedControlCondition,71,A00,2,confirmation,6,1,3,6,4,19072017,122222,halfRandom,2,0,2,1,3,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,100
simulatedControlCondition,71,A00,2,decision,6,6,8,7,5,19072017,122309,halfRandom,2,0,2,1,2,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,NA
simulatedControlCondition,71,A00,2,confirmation,6,6,8,7,5,19072017,122337,halfRandom,2,0,2,1,3,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,50
simulatedControlCondition,71,A00,2,decision,6,2,4,8,6,19072017,122421,halfRandom,2,0,2,1,2,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,NA
simulatedControlCondition,71,A00,2,confirmation,6,2,4,8,6,19072017,122446,halfRandom,2,0,2,1,3,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,60
simulatedControlCondition,71,A00,3,decision,6,6,14,9,1,19072017,122918,halfRandom,4,0,4,2,4,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,NA
simulatedControlCondition,71,A00,3,confirmation,6,6,14,9,1,19072017,123004,halfRandom,4,0,4,2,6,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,50
simulatedControlCondition,71,A00,3,decision,6,2,10,10,2,19072017,123126,halfRandom,4,0,4,2,4,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,NA
simulatedControlCondition,71,A00,3,confirmation,6,2,10,10,2,19072017,123210,halfRandom,4,0,4,2,6,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,50
simulatedControlCondition,71,A00,3,decision,6,4,12,11,3,19072017,123345,halfRandom,4,0,4,2,4,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,NA
simulatedControlCondition,71,A00,3,confirmation,6,4,12,11,3,19072017,123429,halfRandom,4,0,4,2,6,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,54
simulatedControlCondition,71,A00,3,decision,6,5,13,12,4,19072017,123553,halfRandom,4,0,4,2,4,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,NA
simulatedControlCondition,71,A00,3,confirmation,6,5,13,12,4,19072017,123638,halfRandom,4,0,4,2,6,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,58
simulatedControlCondition,71,A00,3,decision,6,3,11,13,5,19072017,123757,halfRandom,4,0,4,2,4,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,NA
simulatedControlCondition,71,A00,3,confirmation,6,3,11,13,5,19072017,123841,halfRandom,4,0,4,2,6,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,40
simulatedControlCondition,71,A00,3,decision,6,1,9,14,6,19072017,124009,halfRandom,4,0,4,2,4,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,NA
simulatedControlCondition,71,A00,3,confirmation,6,1,9,14,6,19072017,124052,halfRandom,4,0,4,2,6,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,64
simulatedTreatmentCondition1,70,C00,1,decision,2,1,1,1,1,19072017,101231,halfRandom,2,0,2,1,2,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,NA
simulatedTreatmentCondition1,70,C00,1,confirmation,2,1,1,1,1,19072017,101305,halfRandom,2,0,2,1,3,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,75
simulatedTreatmentCondition1,70,C00,1,decision,2,2,2,2,2,19072017,101358,halfRandom,2,0,2,1,2,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,NA
simulatedTreatmentCondition1,70,C00,1,confirmation,2,2,2,2,2,19072017,101425,halfRandom,2,0,2,1,3,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,50
simulatedTreatmentCondition1,70,C00,2,decision,6,2,4,3,1,19072017,101603,halfRandom,2,2,4,1,4,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,NA
simulatedTreatmentCondition1,70,C00,2,confirmation,6,2,4,3,1,19072017,101626,halfRandom,2,2,4,1,5,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,70
simulatedTreatmentCondition1,70,C00,2,decision,6,1,3,4,2,19072017,101743,halfRandom,2,2,4,1,4,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,NA
simulatedTreatmentCondition1,70,C00,2,confirmation,6,1,3,4,2,19072017,101809,halfRandom,2,2,4,1,5,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,40
simulatedTreatmentCondition1,70,C00,2,decision,6,4,6,5,3,19072017,101853,halfRandom,2,0,2,1,2,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,NA
simulatedTreatmentCondition1,70,C00,2,confirmation,6,4,6,5,3,19072017,101919,halfRandom,2,0,2,1,3,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,65
