EXPERIMENTALCONDITION,PARTICIPANTID,COMPUTERID,EXPERIMENT,TYPE,DPS,BLOCKDP,DP,ABSORDER,RELORDER,DATE,TIME,LEARNINGMODE,NLEARNINGTRIALS,NEXTRALEARNINGTRIALS,NTOTALLEARNINGTRIALS,NCONSEQUENCETRIALS,NTOTALTRIALS,RANDOMORIGIN,RANDOMDESTINATION,PREFERREDROUTE,CONTROLROUTE_C,TREATMENTROUTE_T,PREFERREDDIRECTION,CONTROLCOLOR_C,TREATMENTCOLOR_T,PREFERREDCOLOR,CERTAINTYLEVEL
simulatedTreatmentCondition1,64,F00,2,decision,6,3,5,7,5,18072017,160916,halfRandom,2,0,2,1,2,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,NA
simulatedTreatmentCondition1,64,F00,2,confirmation,6,3,5,7,5,18072017,160943,halfRandom,2,0,2,1,3,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,67
simulatedTreatmentCondition1,64,F00,2,decision,6,6,8,8,6,18072017,161022,halfRandom,2,0,2,1,2,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,NA
simulatedTreatmentCondition1,64,F00,2,confirmation,6,6,8,8,6,18072017,161042,halfRandom,2,0,2,1,3,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,89
simulatedTreatmentCondition1,64,F00,3,decision,6,6,14,9,1,18072017,161524,halfRandom,4,0,4,2,4,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,NA
simulatedTreatmentCondition1,64,F00,3,confirmation,6,6,14,9,1,18072017,161610,halfRandom,4,0,4,2,6,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,70
simulatedTreatmentCondition1,64,F00,3,decision,6,1,9,10,2,18072017,161725,halfRandom,4,0,4,2,4,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,NA
simulatedTreatmentCondition1,64,F00,3,confirmation,6,1,9,10,2,18072017,161807,halfRandom,4,0,4,2,6,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,67
simulatedTreatmentCondition1,64,F00,3,decision,6,5,13,11,3,18072017,161922,halfRandom,4,0,4,2,4,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,NA
simulatedTreatmentCondition1,64,F00,3,confirmation,6,5,13,11,3,18072017,162009,halfRandom,4,0,4,2,6,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,81
simulatedTreatmentCondition1,64,F00,3,decision,6,3,11,12,4,18072017,162123,halfRandom,4,0,4,2,4,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,NA
simulatedTreatmentCondition1,64,F00,3,confirmation,6,3,11,12,4,18072017,162211,halfRandom,4,0,4,2,6,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,65
simulatedTreatmentCondition1,64,F00,3,decision,6,4,12,13,5,18072017,162325,halfRandom,4,0,4,2,4,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,NA
simulatedTreatmentCondition1,64,F00,3,confirmation,6,4,12,13,5,18072017,162407,halfRandom,4,0,4,2,6,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,60
simulatedTreatmentCondition1,64,F00,3,decision,6,2,10,14,6,18072017,162520,halfRandom,4,0,4,2,4,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,NA
simulatedTreatmentCondition1,64,F00,3,confirmation,6,2,10,14,6,18072017,162559,halfRandom,4,0,4,2,6,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,50
simulatedControlCondition,63,C00,1,decision,2,1,1,1,1,18072017,163517,halfRandom,2,0,2,1,2,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,NA
simulatedControlCondition,63,C00,1,confirmation,2,1,1,1,1,18072017,163548,halfRandom,2,0,2,1,3,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,80
simulatedControlCondition,63,C00,1,decision,2,2,2,2,2,18072017,163633,halfRandom,2,0,2,1,2,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,NA
simulatedControlCondition,63,C00,1,confirmation,2,2,2,2,2,18072017,163700,halfRandom,2,0,2,1,3,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,60
simulatedControlCondition,63,C00,2,decision,6,5,7,3,1,18072017,163754,halfRandom,2,0,2,1,2,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,NA
simulatedControlCondition,63,C00,2,confirmation,6,5,7,3,1,18072017,163818,halfRandom,2,0,2,1,3,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,60
simulatedControlCondition,63,C00,2,decision,6,3,5,4,2,18072017,163900,halfRandom,2,0,2,1,2,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,NA
simulatedControlCondition,63,C00,2,confirmation,6,3,5,4,2,18072017,163924,halfRandom,2,0,2,1,3,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,60
simulatedControlCondition,63,C00,2,decision,6,6,8,5,3,18072017,164003,halfRandom,2,0,2,1,2,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,NA
simulatedControlCondition,63,C00,2,confirmation,6,6,8,5,3,18072017,164029,halfRandom,2,0,2,1,3,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,100
simulatedControlCondition,63,C00,2,decision,6,4,6,6,4,18072017,164109,halfRandom,2,0,2,1,2,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,NA
simulatedControlCondition,63,C00,2,confirmation,6,4,6,6,4,18072017,164132,halfRandom,2,0,2,1,3,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,84
simulatedControlCondition,63,C00,2,decision,6,2,4,7,5,18072017,164210,halfRandom,2,0,2,1,2,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,NA
simulatedControlCondition,63,C00,2,confirmation,6,2,4,7,5,18072017,164232,halfRandom,2,0,2,1,3,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,90
simulatedControlCondition,63,C00,2,decision,6,1,3,8,6,18072017,164309,halfRandom,2,0,2,1,2,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,NA
simulatedControlCondition,63,C00,2,confirmation,6,1,3,8,6,18072017,164330,halfRandom,2,0,2,1,3,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,93
simulatedControlCondition,63,C00,3,decision,6,1,9,9,1,18072017,164752,halfRandom,4,0,4,2,4,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,NA
simulatedControlCondition,63,C00,3,confirmation,6,1,9,9,1,18072017,164831,halfRandom,4,0,4,2,6,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,50
simulatedControlCondition,63,C00,3,decision,6,3,11,10,2,18072017,164944,halfRandom,4,0,4,2,4,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,NA
simulatedControlCondition,63,C00,3,confirmation,6,3,11,10,2,18072017,165027,halfRandom,4,0,4,2,6,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,98
simulatedControlCondition,63,C00,3,decision,6,4,12,11,3,18072017,165142,halfRandom,4,0,4,2,4,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,NA
simulatedControlCondition,63,C00,3,confirmation,6,4,12,11,3,18072017,165221,halfRandom,4,0,4,2,6,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,81
simulatedControlCondition,63,C00,3,decision,6,5,13,12,4,18072017,165332,halfRandom,4,0,4,2,4,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,NA
simulatedControlCondition,63,C00,3,confirmation,6,5,13,12,4,18072017,165409,halfRandom,4,0,4,2,6,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,96
simulatedControlCondition,63,C00,3,decision,6,2,10,13,5,18072017,165520,halfRandom,4,0,4,2,4,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,NA
simulatedControlCondition,63,C00,3,confirmation,6,2,10,13,5,18072017,165559,halfRandom,4,0,4,2,6,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,79
simulatedControlCondition,63,C00,3,decision,6,6,14,14,6,18072017,165710,halfRandom,4,0,4,2,4,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,NA
simulatedControlCondition,63,C00,3,confirmation,6,6,14,14,6,18072017,165749,halfRandom,4,0,4,2,6,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,83
simulatedTreatmentCondition1,62,B00,1,decision,2,2,2,1,1,18072017,163919,halfRandom,2,0,2,1,2,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,NA
simulatedTreatmentCondition1,62,B00,1,confirmation,2,2,2,1,1,18072017,163946,halfRandom,2,0,2,1,3,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,81
simulatedTreatmentCondition1,62,B00,1,decision,2,1,1,2,2,18072017,164030,halfRandom,2,0,2,1,2,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,NA
simulatedTreatmentCondition1,62,B00,1,confirmation,2,1,1,2,2,18072017,164054,halfRandom,2,0,2,1,3,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,91
simulatedTreatmentCondition1,62,B00,2,decision,6,4,6,3,1,18072017,164157,halfRandom,2,0,2,1,2,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,NA
simulatedTreatmentCondition1,62,B00,2,confirmation,6,4,6,3,1,18072017,164219,halfRandom,2,0,2,1,3,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,92
simulatedTreatmentCondition1,62,B00,2,decision,6,3,5,4,2,18072017,164306,halfRandom,2,0,2,1,2,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,NA
simulatedTreatmentCondition1,62,B00,2,confirmation,6,3,5,4,2,18072017,164328,halfRandom,2,0,2,1,3,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,83
simulatedTreatmentCondition1,62,B00,2,decision,6,1,3,5,3,18072017,164409,halfRandom,2,0,2,1,2,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,NA
simulatedTreatmentCondition1,62,B00,2,confirmation,6,1,3,5,3,18072017,164430,halfRandom,2,0,2,1,3,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,85
simulatedTreatmentCondition1,62,B00,2,decision,6,6,8,6,4,18072017,164513,halfRandom,2,0,2,1,2,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,NA
simulatedTreatmentCondition1,62,B00,2,confirmation,6,6,8,6,4,18072017,164537,halfRandom,2,0,2,1,3,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,87
simulatedTreatmentCondition1,62,B00,2,decision,6,5,7,7,5,18072017,164614,halfRandom,2,0,2,1,2,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,NA
simulatedTreatmentCondition1,62,B00,2,confirmation,6,5,7,7,5,18072017,164635,halfRandom,2,0,2,1,3,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,85
simulatedTreatmentCondition1,62,B00,2,decision,6,2,4,8,6,18072017,164714,halfRandom,2,0,2,1,2,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,NA
simulatedTreatmentCondition1,62,B00,2,confirmation,6,2,4,8,6,18072017,164734,halfRandom,2,0,2,1,3,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,90
simulatedTreatmentCondition1,62,B00,3,decision,6,6,14,9,1,18072017,165209,halfRandom,4,0,4,2,4,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,NA
simulatedTreatmentCondition1,62,B00,3,confirmation,6,6,14,9,1,18072017,165251,halfRandom,4,0,4,2,6,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,92
simulatedTreatmentCondition1,62,B00,3,decision,6,5,13,10,2,18072017,165405,halfRandom,4,0,4,2,4,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,NA
simulatedTreatmentCondition1,62,B00,3,confirmation,6,5,13,10,2,18072017,165446,halfRandom,4,0,4,2,6,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,90
simulatedTreatmentCondition1,62,B00,3,decision,6,4,12,11,3,18072017,165600,halfRandom,4,0,4,2,4,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,NA
simulatedTreatmentCondition1,62,B00,3,confirmation,6,4,12,11,3,18072017,165639,halfRandom,4,0,4,2,6,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,90
simulatedTreatmentCondition1,62,B00,3,decision,6,1,9,12,4,18072017,165752,halfRandom,4,0,4,2,4,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,NA
simulatedTreatmentCondition1,62,B00,3,confirmation,6,1,9,12,4,18072017,165831,halfRandom,4,0,4,2,6,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,89
simulatedTreatmentCondition1,62,B00,3,decision,6,2,10,13,5,18072017,165944,halfRandom,4,0,4,2,4,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,NA
simulatedTreatmentCondition1,62,B00,3,confirmation,6,2,10,13,5,18072017,170027,halfRandom,4,0,4,2,6,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,89
simulatedTreatmentCondition1,62,B00,3,decision,6,3,11,14,6,18072017,170142,halfRandom,4,0,4,2,4,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,NA
simulatedTreatmentCondition1,62,B00,3,confirmation,6,3,11,14,6,18072017,170223,halfRandom,4,0,4,2,6,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,80
simulatedControlCondition,61,A00,1,decision,2,2,2,1,1,18072017,163003,halfRandom,2,0,2,1,2,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,NA
simulatedControlCondition,61,A00,1,confirmation,2,2,2,1,1,18072017,163042,halfRandom,2,0,2,1,3,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,60
simulatedControlCondition,61,A00,1,decision,2,1,1,2,2,18072017,163135,halfRandom,2,0,2,1,2,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,NA
simulatedControlCondition,61,A00,1,confirmation,2,1,1,2,2,18072017,163205,halfRandom,2,0,2,1,3,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,65
simulatedControlCondition,61,A00,2,decision,6,6,8,3,1,18072017,163306,halfRandom,2,0,2,1,2,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,NA
simulatedControlCondition,61,A00,2,confirmation,6,6,8,3,1,18072017,163332,halfRandom,2,0,2,1,3,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,100
simulatedControlCondition,61,A00,2,decision,6,4,6,4,2,18072017,163415,halfRandom,2,0,2,1,2,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,NA
simulatedControlCondition,61,A00,2,confirmation,6,4,6,4,2,18072017,163444,halfRandom,2,0,2,1,3,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,100
simulatedControlCondition,61,A00,2,decision,6,3,5,5,3,18072017,163525,halfRandom,2,0,2,1,2,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,NA
simulatedControlCondition,61,A00,2,confirmation,6,3,5,5,3,18072017,163547,halfRandom,2,0,2,1,3,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,100
simulatedControlCondition,61,A00,2,decision,6,1,3,6,4,18072017,163626,halfRandom,2,0,2,1,2,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,NA
simulatedControlCondition,61,A00,2,confirmation,6,1,3,6,4,18072017,163648,halfRandom,2,0,2,1,3,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,100
simulatedControlCondition,61,A00,2,decision,6,5,7,7,5,18072017,163725,halfRandom,2,0,2,1,2,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,NA
simulatedControlCondition,61,A00,2,confirmation,6,5,7,7,5,18072017,163745,halfRandom,2,0,2,1,3,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,100
simulatedControlCondition,61,A00,2,decision,6,2,4,8,6,18072017,163822,halfRandom,2,0,2,1,2,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,NA
simulatedControlCondition,61,A00,2,confirmation,6,2,4,8,6,18072017,163843,halfRandom,2,0,2,1,3,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,100
simulatedControlCondition,61,A00,3,decision,6,2,10,9,1,18072017,164259,halfRandom,4,0,4,2,4,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,NA
simulatedControlCondition,61,A00,3,confirmation,6,2,10,9,1,18072017,164340,halfRandom,4,0,4,2,6,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,72
simulatedControlCondition,61,A00,3,decision,6,5,13,10,2,18072017,164451,halfRandom,4,0,4,2,4,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,NA
simulatedControlCondition,61,A00,3,confirmation,6,5,13,10,2,18072017,164529,halfRandom,4,0,4,2,6,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,100
simulatedControlCondition,61,A00,3,decision,6,3,11,11,3,18072017,164643,halfRandom,4,0,4,2,4,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,NA
simulatedControlCondition,61,A00,3,confirmation,6,3,11,11,3,18072017,164721,halfRandom,4,0,4,2,6,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,100
simulatedControlCondition,61,A00,3,decision,6,6,14,12,4,18072017,164834,halfRandom,4,0,4,2,4,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,NA
simulatedControlCondition,61,A00,3,confirmation,6,6,14,12,4,18072017,164911,halfRandom,4,0,4,2,6,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,100
simulatedControlCondition,61,A00,3,decision,6,4,12,13,5,18072017,165024,halfRandom,4,0,4,2,4,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,NA
simulatedControlCondition,61,A00,3,confirmation,6,4,12,13,5,18072017,165101,halfRandom,4,0,4,2,6,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,100
simulatedControlCondition,61,A00,3,decision,6,1,9,14,6,18072017,165213,halfRandom,4,0,4,2,4,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,NA
simulatedControlCondition,61,A00,3,confirmation,6,1,9,14,6,18072017,165257,halfRandom,4,0,4,2,6,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,75
simulatedTreatmentCondition1,60,F00,1,decision,2,2,2,1,1,18072017,150656,halfRandom,2,0,2,1,2,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,NA
simulatedTreatmentCondition1,60,F00,1,confirmation,2,2,2,1,1,18072017,150725,halfRandom,2,0,2,1,3,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,80
simulatedTreatmentCondition1,60,F00,1,decision,2,1,1,2,2,18072017,150833,halfRandom,2,0,2,1,2,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,NA
simulatedTreatmentCondition1,60,F00,1,confirmation,2,1,1,2,2,18072017,150858,halfRandom,2,0,2,1,3,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,90
simulatedTreatmentCondition1,60,F00,2,decision,6,1,3,3,1,18072017,150950,halfRandom,2,0,2,1,2,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,NA
simulatedTreatmentCondition1,60,F00,2,confirmation,6,1,3,3,1,18072017,151010,halfRandom,2,0,2,1,3,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,90
simulatedTreatmentCondition1,60,F00,2,decision,6,6,8,4,2,18072017,151101,halfRandom,2,0,2,1,2,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,NA
simulatedTreatmentCondition1,60,F00,2,confirmation,6,6,8,4,2,18072017,151124,halfRandom,2,0,2,1,3,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,70
simulatedTreatmentCondition1,60,F00,2,decision,6,4,6,5,3,18072017,151221,halfRandom,2,0,2,1,2,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,NA
simulatedTreatmentCondition1,60,F00,2,confirmation,6,4,6,5,3,18072017,151246,halfRandom,2,0,2,1,3,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,60
simulatedTreatmentCondition1,60,F00,2,decision,6,3,5,6,4,18072017,151335,halfRandom,2,0,2,1,2,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,NA
simulatedTreatmentCondition1,60,F00,2,confirmation,6,3,5,6,4,18072017,151355,halfRandom,2,0,2,1,3,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,90
simulatedTreatmentCondition1,60,F00,2,decision,6,2,4,7,5,18072017,151455,halfRandom,2,0,2,1,2,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,NA
simulatedTreatmentCondition1,60,F00,2,confirmation,6,2,4,7,5,18072017,151518,halfRandom,2,0,2,1,3,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,80
simulatedTreatmentCondition1,60,F00,2,decision,6,5,7,8,6,18072017,151605,halfRandom,2,0,2,1,2,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,NA
simulatedTreatmentCondition1,60,F00,2,confirmation,6,5,7,8,6,18072017,151631,halfRandom,2,0,2,1,3,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,100
simulatedTreatmentCondition1,60,F00,3,decision,6,6,14,9,1,18072017,152119,halfRandom,4,0,4,2,4,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,NA
simulatedTreatmentCondition1,60,F00,3,confirmation,6,6,14,9,1,18072017,152158,halfRandom,4,0,4,2,6,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,60
simulatedTreatmentCondition1,60,F00,3,decision,6,1,9,10,2,18072017,152316,halfRandom,4,0,4,2,4,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,NA
simulatedTreatmentCondition1,60,F00,3,confirmation,6,1,9,10,2,18072017,152407,halfRandom,4,0,4,2,6,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,80
simulatedTreatmentCondition1,60,F00,3,decision,6,4,12,11,3,18072017,152523,halfRandom,4,0,4,2,4,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,NA
simulatedTreatmentCondition1,60,F00,3,confirmation,6,4,12,11,3,18072017,152604,halfRandom,4,0,4,2,6,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,40
simulatedTreatmentCondition1,60,F00,3,decision,6,2,10,12,4,18072017,152738,halfRandom,4,0,4,2,4,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,NA
simulatedTreatmentCondition1,60,F00,3,confirmation,6,2,10,12,4,18072017,152818,halfRandom,4,0,4,2,6,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,70
simulatedTreatmentCondition1,60,F00,3,decision,6,5,13,13,5,18072017,152936,halfRandom,4,0,4,2,4,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,NA
simulatedTreatmentCondition1,60,F00,3,confirmation,6,5,13,13,5,18072017,153023,halfRandom,4,0,4,2,6,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,90
simulatedTreatmentCondition1,60,F00,3,decision,6,3,11,14,6,18072017,153141,halfRandom,4,0,4,2,4,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,NA
simulatedTreatmentCondition1,60,F00,3,confirmation,6,3,11,14,6,18072017,153242,halfRandom,4,0,4,2,6,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,90
simulatedControlCondition,59,C00,1,decision,2,2,2,1,1,18072017,151255,halfRandom,2,0,2,1,2,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,NA
simulatedControlCondition,59,C00,1,confirmation,2,2,2,1,1,18072017,151331,halfRandom,2,0,2,1,3,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,70
simulatedControlCondition,59,C00,1,decision,2,1,1,2,2,18072017,151423,halfRandom,2,0,2,1,2,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,NA
simulatedControlCondition,59,C00,1,confirmation,2,1,1,2,2,18072017,151445,halfRandom,2,0,2,1,3,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,70
simulatedControlCondition,59,C00,2,decision,6,1,3,3,1,18072017,151542,halfRandom,2,0,2,1,2,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,NA
simulatedControlCondition,59,C00,2,confirmation,6,1,3,3,1,18072017,151606,halfRandom,2,0,2,1,3,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,70
simulatedControlCondition,59,C00,2,decision,6,4,6,4,2,18072017,151649,halfRandom,2,0,2,1,2,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,NA
simulatedControlCondition,59,C00,2,confirmation,6,4,6,4,2,18072017,151729,halfRandom,2,0,2,1,3,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,100
simulatedControlCondition,59,C00,2,decision,6,6,8,5,3,18072017,151823,halfRandom,2,0,2,1,2,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,NA
simulatedControlCondition,59,C00,2,confirmation,6,6,8,5,3,18072017,151905,halfRandom,2,0,2,1,3,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,80
simulatedControlCondition,59,C00,2,decision,6,2,4,6,4,18072017,151947,halfRandom,2,0,2,1,2,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,NA
simulatedControlCondition,59,C00,2,confirmation,6,2,4,6,4,18072017,152011,halfRandom,2,0,2,1,3,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,80
simulatedControlCondition,59,C00,2,decision,6,3,5,7,5,18072017,152054,halfRandom,2,0,2,1,2,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,NA
simulatedControlCondition,59,C00,2,confirmation,6,3,5,7,5,18072017,152117,halfRandom,2,0,2,1,3,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,80
simulatedControlCondition,59,C00,2,decision,6,5,7,8,6,18072017,152220,halfRandom,2,0,2,1,2,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,NA
simulatedControlCondition,59,C00,2,confirmation,6,5,7,8,6,18072017,152245,halfRandom,2,0,2,1,3,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,90
simulatedControlCondition,59,C00,3,decision,6,4,12,9,1,18072017,152713,halfRandom,4,0,4,2,4,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,NA
simulatedControlCondition,59,C00,3,confirmation,6,4,12,9,1,18072017,152801,halfRandom,4,0,4,2,6,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,80
simulatedControlCondition,59,C00,3,decision,6,3,11,10,2,18072017,152913,halfRandom,4,0,4,2,4,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,NA
simulatedControlCondition,59,C00,3,confirmation,6,3,11,10,2,18072017,152957,halfRandom,4,0,4,2,6,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,90
simulatedControlCondition,59,C00,3,decision,6,5,13,11,3,18072017,153111,halfRandom,4,0,4,2,4,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,NA
simulatedControlCondition,59,C00,3,confirmation,6,5,13,11,3,18072017,153154,halfRandom,4,0,4,2,6,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,90
simulatedControlCondition,59,C00,3,decision,6,6,14,12,4,18072017,153309,halfRandom,4,0,4,2,4,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,NA
