EXPERIMENTALCONDITION,PARTICIPANTID,COMPUTERID,EXPERIMENT,DPS,BLOCKDP,DP,ABSORDER,RELORDER,DATE,TIME,NTRIAL,TYPETRIAL,LEARNINGMODE,RANDOMORIGIN,RANDOMDESTINATION,ROUTESHOWN,CONTROLROUTE_C,TREATMENTROUTE_T,DIRECTIONSHOWN,CONTROLCOLOR_C,TREATMENTCOLOR_T,COLORSHOWN,WAITING,TRAVEL,JOURNEY
simulatedControlCondition,75,A00,0,1,1,None,None,None,19072017,130202,1,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,5,5,10
simulatedControlCondition,75,A00,0,1,1,None,None,None,19072017,130223,2,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,4,4,8
simulatedControlCondition,75,A00,1,2,2,2,1,1,19072017,130350,1,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,6,6,12
simulatedControlCondition,75,A00,1,2,2,2,1,1,19072017,130413,2,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,6,4,10
simulatedControlCondition,75,A00,1,2,2,2,1,1,19072017,130504,3,consequence,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,6,4,10
simulatedControlCondition,75,A00,1,2,1,1,2,2,19072017,130533,1,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,4,6,10
simulatedControlCondition,75,A00,1,2,1,1,2,2,19072017,130554,2,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,6,6,12
simulatedControlCondition,75,A00,1,2,1,1,2,2,19072017,130624,3,consequence,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,6,6,12
simulatedControlCondition,75,A00,2,6,2,4,3,1,19072017,130705,1,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,9,1,10
simulatedControlCondition,75,A00,2,6,2,4,3,1,19072017,130725,2,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,1,9,10
simulatedControlCondition,75,A00,2,6,2,4,3,1,19072017,130746,3,consequence,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,9,1,10
simulatedControlCondition,75,A00,2,6,5,7,4,2,19072017,130813,1,learning,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,8,1,9
simulatedControlCondition,75,A00,2,6,5,7,4,2,19072017,130833,2,learning,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,2,8,10
simulatedControlCondition,75,A00,2,6,5,7,4,2,19072017,130851,3,consequence,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,8,1,9
simulatedControlCondition,75,A00,2,6,1,3,5,3,19072017,130914,1,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,4,6,10
simulatedControlCondition,75,A00,2,6,1,3,5,3,19072017,130932,2,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,6,4,10
simulatedControlCondition,75,A00,2,6,1,3,5,3,19072017,130953,3,consequence,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,6,4,10
simulatedControlCondition,75,A00,2,6,6,8,6,4,19072017,131017,1,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,2,8,10
simulatedControlCondition,75,A00,2,6,6,8,6,4,19072017,131036,2,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,7,2,9
simulatedControlCondition,75,A00,2,6,6,8,6,4,19072017,131055,3,consequence,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,7,2,9
simulatedControlCondition,75,A00,2,6,4,6,7,5,19072017,131117,1,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,8,2,10
simulatedControlCondition,75,A00,2,6,4,6,7,5,19072017,131137,2,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,3,8,11
simulatedControlCondition,75,A00,2,6,4,6,7,5,19072017,131157,3,consequence,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,8,2,10
simulatedControlCondition,75,A00,2,6,3,5,8,6,19072017,131218,1,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,8,2,10
simulatedControlCondition,75,A00,2,6,3,5,8,6,19072017,131239,2,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,2,9,11
simulatedControlCondition,75,A00,2,6,3,5,8,6,19072017,131300,3,consequence,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,8,2,10
simulatedControlCondition,75,A00,3,6,2,10,9,1,19072017,131635,1,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,4,4,8
simulatedControlCondition,75,A00,3,6,2,10,9,1,19072017,131653,2,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,4,6,10
simulatedControlCondition,75,A00,3,6,2,10,9,1,19072017,131712,3,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,4,8,12
simulatedControlCondition,75,A00,3,6,2,10,9,1,19072017,131730,4,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,4,6,10
simulatedControlCondition,75,A00,3,6,2,10,9,1,19072017,131752,5,consequence,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,4,8,12
simulatedControlCondition,75,A00,3,6,2,10,9,1,19072017,131808,6,consequence,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,4,4,8
simulatedControlCondition,75,A00,3,6,4,12,10,2,19072017,131825,1,learning,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,0,6,6
simulatedControlCondition,75,A00,3,6,4,12,10,2,19072017,131844,2,learning,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,4,6,10
simulatedControlCondition,75,A00,3,6,4,12,10,2,19072017,131906,3,learning,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,8,6,14
simulatedControlCondition,75,A00,3,6,4,12,10,2,19072017,131923,4,learning,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,4,6,10
simulatedControlCondition,75,A00,3,6,4,12,10,2,19072017,131939,5,consequence,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,0,6,6
simulatedControlCondition,75,A00,3,6,4,12,10,2,19072017,132003,6,consequence,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,8,6,14
simulatedControlCondition,75,A00,3,6,5,13,11,3,19072017,132025,1,learning,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,4,6,10
simulatedControlCondition,75,A00,3,6,5,13,11,3,19072017,132039,2,learning,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,4,2,6
simulatedControlCondition,75,A00,3,6,5,13,11,3,19072017,132059,3,learning,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,4,6,10
simulatedControlCondition,75,A00,3,6,5,13,11,3,19072017,132123,4,learning,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,4,10,14
simulatedControlCondition,75,A00,3,6,5,13,11,3,19072017,132138,5,consequence,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,4,2,6
simulatedControlCondition,75,A00,3,6,5,13,11,3,19072017,132200,6,consequence,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,4,10,14
simulatedControlCondition,75,A00,3,6,6,14,12,4,19072017,132218,1,learning,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,0,6,6
simulatedControlCondition,75,A00,3,6,6,14,12,4,19072017,132239,2,learning,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,4,10,14
simulatedControlCondition,75,A00,3,6,6,14,12,4,19072017,132300,3,learning,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,8,6,14
simulatedControlCondition,75,A00,3,6,6,14,12,4,19072017,132315,4,learning,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,4,2,6
simulatedControlCondition,75,A00,3,6,6,14,12,4,19072017,132338,5,consequence,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,8,6,14
simulatedControlCondition,75,A00,3,6,6,14,12,4,19072017,132351,6,consequence,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,0,6,6
simulatedControlCondition,75,A00,3,6,3,11,13,5,19072017,132415,1,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,4,8,12
simulatedControlCondition,75,A00,3,6,3,11,13,5,19072017,132431,2,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,2,6,8
simulatedControlCondition,75,A00,3,6,3,11,13,5,19072017,132445,3,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,4,4,8
simulatedControlCondition,75,A00,3,6,3,11,13,5,19072017,132505,4,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,6,6,12
simulatedControlCondition,75,A00,3,6,3,11,13,5,19072017,132527,5,consequence,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,6,6,12
simulatedControlCondition,75,A00,3,6,3,11,13,5,19072017,132543,6,consequence,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,2,6,8
simulatedControlCondition,75,A00,3,6,1,9,14,6,19072017,132602,1,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,2,6,8
simulatedControlCondition,75,A00,3,6,1,9,14,6,19072017,132620,2,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,4,6,10
simulatedControlCondition,75,A00,3,6,1,9,14,6,19072017,132639,3,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,6,6,12
simulatedControlCondition,75,A00,3,6,1,9,14,6,19072017,132657,4,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,4,6,10
simulatedControlCondition,75,A00,3,6,1,9,14,6,19072017,132716,5,consequence,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,4,6,10
simulatedControlCondition,75,A00,3,6,1,9,14,6,19072017,132734,6,consequence,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,4,6,10
simulatedTreatmentCondition1,74,F00,0,1,1,None,None,None,19072017,115851,1,learning,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,4,4,8
simulatedTreatmentCondition1,74,F00,0,1,1,None,None,None,19072017,115911,2,learning,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,5,5,10
simulatedTreatmentCondition1,74,F00,1,2,2,2,1,1,19072017,120108,1,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,6,6,12
simulatedTreatmentCondition1,74,F00,1,2,2,2,1,1,19072017,120131,2,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,6,4,10
simulatedTreatmentCondition1,74,F00,1,2,2,2,1,1,19072017,120217,3,consequence,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,6,6,12
simulatedTreatmentCondition1,74,F00,1,2,1,1,2,2,19072017,120248,1,learning,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,6,6,12
simulatedTreatmentCondition1,74,F00,1,2,1,1,2,2,19072017,120308,2,learning,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,4,6,10
simulatedTreatmentCondition1,74,F00,1,2,1,1,2,2,19072017,120330,3,consequence,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,4,6,10
simulatedTreatmentCondition1,74,F00,2,6,3,5,3,1,19072017,120413,1,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,8,2,10
simulatedTreatmentCondition1,74,F00,2,6,3,5,3,1,19072017,120434,2,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,2,9,11
simulatedTreatmentCondition1,74,F00,2,6,3,5,3,1,19072017,120457,3,consequence,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,2,9,11
simulatedTreatmentCondition1,74,F00,2,6,5,7,4,2,19072017,120521,1,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,2,8,10
simulatedTreatmentCondition1,74,F00,2,6,5,7,4,2,19072017,120542,2,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,8,1,9
simulatedTreatmentCondition1,74,F00,2,6,5,7,4,2,19072017,120625,3,consequence,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,2,8,10
simulatedTreatmentCondition1,74,F00,2,6,2,4,5,3,19072017,120647,1,learning,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,9,1,10
simulatedTreatmentCondition1,74,F00,2,6,2,4,5,3,19072017,120708,2,learning,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,1,9,10
simulatedTreatmentCondition1,74,F00,2,6,2,4,5,3,19072017,120730,3,consequence,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,1,9,10
simulatedTreatmentCondition1,74,F00,2,6,1,3,6,4,19072017,120755,1,learning,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,6,4,10
simulatedTreatmentCondition1,74,F00,2,6,1,3,6,4,19072017,120813,2,learning,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,4,6,10
simulatedTreatmentCondition1,74,F00,2,6,1,3,6,4,19072017,120833,3,consequence,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,4,6,10
simulatedTreatmentCondition1,74,F00,2,6,6,8,7,5,19072017,120856,1,learning,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,2,8,10
simulatedTreatmentCondition1,74,F00,2,6,6,8,7,5,19072017,120914,2,learning,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,7,2,9
simulatedTreatmentCondition1,74,F00,2,6,6,8,7,5,19072017,120937,3,consequence,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,2,8,10
simulatedTreatmentCondition1,74,F00,2,6,4,6,8,6,19072017,121004,1,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,8,2,10
simulatedTreatmentCondition1,74,F00,2,6,4,6,8,6,19072017,121025,2,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,3,8,11
simulatedTreatmentCondition1,74,F00,2,6,4,6,8,6,19072017,121048,3,consequence,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,3,8,11
simulatedTreatmentCondition1,74,F00,3,6,5,13,9,1,19072017,121432,1,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,4,2,6
simulatedTreatmentCondition1,74,F00,3,6,5,13,9,1,19072017,121450,2,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,4,6,10
simulatedTreatmentCondition1,74,F00,3,6,5,13,9,1,19072017,121513,3,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,4,10,14
simulatedTreatmentCondition1,74,F00,3,6,5,13,9,1,19072017,121533,4,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,4,6,10
simulatedTreatmentCondition1,74,F00,3,6,5,13,9,1,19072017,121549,5,consequence,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,4,2,6
simulatedTreatmentCondition1,74,F00,3,6,5,13,9,1,19072017,121614,6,consequence,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,4,10,14
simulatedTreatmentCondition1,74,F00,3,6,2,10,10,2,19072017,121641,1,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,4,8,12
simulatedTreatmentCondition1,74,F00,3,6,2,10,10,2,19072017,121700,2,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,4,6,10
simulatedTreatmentCondition1,74,F00,3,6,2,10,10,2,19072017,121716,3,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,4,4,8
simulatedTreatmentCondition1,74,F00,3,6,2,10,10,2,19072017,121737,4,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,4,6,10
simulatedTreatmentCondition1,74,F00,3,6,2,10,10,2,19072017,121754,5,consequence,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,4,4,8
simulatedTreatmentCondition1,74,F00,3,6,2,10,10,2,19072017,121815,6,consequence,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,4,8,12
simulatedTreatmentCondition1,74,F00,3,6,1,9,11,3,19072017,121838,1,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,4,6,10
simulatedTreatmentCondition1,74,F00,3,6,1,9,11,3,19072017,121858,2,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,6,6,12
simulatedTreatmentCondition1,74,F00,3,6,1,9,11,3,19072017,121917,3,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,4,6,10
simulatedTreatmentCondition1,74,F00,3,6,1,9,11,3,19072017,121935,4,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,2,6,8
simulatedTreatmentCondition1,74,F00,3,6,1,9,11,3,19072017,121955,5,consequence,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,4,6,10
simulatedTreatmentCondition1,74,F00,3,6,1,9,11,3,19072017,122013,6,consequence,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,4,6,10
simulatedTreatmentCondition1,74,F00,3,6,3,11,12,4,19072017,122037,1,learning,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,4,4,8
simulatedTreatmentCondition1,74,F00,3,6,3,11,12,4,19072017,122053,2,learning,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,2,6,8
simulatedTreatmentCondition1,74,F00,3,6,3,11,12,4,19072017,122112,3,learning,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,4,8,12
simulatedTreatmentCondition1,74,F00,3,6,3,11,12,4,19072017,122132,4,learning,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,6,6,12
simulatedTreatmentCondition1,74,F00,3,6,3,11,12,4,19072017,122150,5,consequence,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,2,6,8
simulatedTreatmentCondition1,74,F00,3,6,3,11,12,4,19072017,122211,6,consequence,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,6,6,12
simulatedTreatmentCondition1,74,F00,3,6,4,12,13,5,19072017,122235,1,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,4,6,10
simulatedTreatmentCondition1,74,F00,3,6,4,12,13,5,19072017,122249,2,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,0,6,6
simulatedTreatmentCondition1,74,F00,3,6,4,12,13,5,19072017,122307,3,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,4,6,10
simulatedTreatmentCondition1,74,F00,3,6,4,12,13,5,19072017,122329,4,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,8,6,14
simulatedTreatmentCondition1,74,F00,3,6,4,12,13,5,19072017,122345,5,consequence,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,0,6,6
simulatedTreatmentCondition1,74,F00,3,6,4,12,13,5,19072017,122407,6,consequence,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,8,6,14
simulatedTreatmentCondition1,74,F00,3,6,6,14,14,6,19072017,122436,1,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,4,10,14
simulatedTreatmentCondition1,74,F00,3,6,6,14,14,6,19072017,122450,2,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,0,6,6
simulatedTreatmentCondition1,74,F00,3,6,6,14,14,6,19072017,122503,3,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,4,2,6
simulatedTreatmentCondition1,74,F00,3,6,6,14,14,6,19072017,122526,4,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,8,6,14
simulatedTreatmentCondition1,74,F00,3,6,6,14,14,6,19072017,122550,5,consequence,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,8,6,14
simulatedTreatmentCondition1,74,F00,3,6,6,14,14,6,19072017,122606,6,consequence,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,0,6,6
simulatedControlCondition,73,C00,0,1,1,None,None,None,19072017,120255,1,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,0.04,0.04,0.08
simulatedControlCondition,73,C00,0,1,1,None,None,None,19072017,120302,2,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,0.05,0.05,0.1
simulatedControlCondition,73,C00,1,2,2,2,1,1,19072017,120356,1,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,0.06,0.06,0.12
simulatedControlCondition,73,C00,1,2,2,2,1,1,19072017,120409,2,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,0.06,0.04,0.1
simulatedControlCondition,73,C00,1,2,2,2,1,1,19072017,120424,3,consequence,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,0.06,0.06,0.12
simulatedControlCondition,73,C00,1,2,1,1,2,2,19072017,120438,1,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,0.06,0.06,0.12
simulatedControlCondition,73,C00,1,2,1,1,2,2,19072017,120445,2,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,0.04,0.06,0.1
simulatedControlCondition,73,C00,1,2,1,1,2,2,19072017,120500,3,extraLearning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,0.06,0.06,0.12
simulatedControlCondition,73,C00,1,2,1,1,2,2,19072017,120506,4,extraLearning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,0.04,0.06,0.1
simulatedControlCondition,73,C00,1,2,1,1,2,2,19072017,120514,5,consequence,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,0.04,0.06,0.1
simulatedControlCondition,73,C00,2,6,1,3,3,1,19072017,120553,1,learning,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,0.04,0.06,0.1
simulatedControlCondition,73,C00,2,6,1,3,3,1,19072017,120556,2,learning,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,0.06,0.04,0.1
simulatedControlCondition,73,C00,2,6,1,3,3,1,19072017,120601,3,consequence,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,0.04,0.06,0.1
simulatedControlCondition,73,C00,2,6,5,7,4,2,19072017,120606,1,learning,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,0.08,0.01,0.09
simulatedControlCondition,73,C00,2,6,5,7,4,2,19072017,120609,2,learning,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,0.02,0.08,0.1
simulatedControlCondition,73,C00,2,6,5,7,4,2,19072017,120614,3,consequence,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,0.02,0.08,0.1
simulatedControlCondition,73,C00,2,6,2,4,5,3,19072017,120623,1,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,0.09,0.01,0.1
simulatedControlCondition,73,C00,2,6,2,4,5,3,19072017,120626,2,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,0.01,0.09,0.1
simulatedControlCondition,73,C00,2,6,2,4,5,3,19072017,120641,3,consequence,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,0.01,0.09,0.1
simulatedControlCondition,73,C00,2,6,6,8,6,4,19072017,120647,1,learning,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,0.02,0.08,0.1
simulatedControlCondition,73,C00,2,6,6,8,6,4,19072017,120650,2,learning,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,0.07,0.02,0.09
simulatedControlCondition,73,C00,2,6,6,8,6,4,19072017,120652,3,extraLearning,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,blue,red,red,0.02,0.08,0.1
simulatedControlCondition,73,C00,2,6,6,8,6,4,19072017,120659,4,extraLearning,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,0.07,0.02,0.09
simulatedControlCondition,73,C00,2,6,6,8,6,4,19072017,120705,5,consequence,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,0.07,0.02,0.09
simulatedControlCondition,73,C00,2,6,4,6,7,5,19072017,120714,1,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,0.08,0.02,0.1
simulatedControlCondition,73,C00,2,6,4,6,7,5,19072017,120716,2,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,0.03,0.08,0.11
simulatedControlCondition,73,C00,2,6,4,6,7,5,19072017,120720,3,consequence,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,0.08,0.02,0.1
simulatedControlCondition,73,C00,2,6,3,5,8,6,19072017,120725,1,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,0.08,0.02,0.1
simulatedControlCondition,73,C00,2,6,3,5,8,6,19072017,120727,2,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,0.02,0.09,0.11
simulatedControlCondition,73,C00,2,6,3,5,8,6,19072017,120730,3,consequence,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,0.08,0.02,0.1
simulatedControlCondition,73,C00,3,6,3,11,9,1,19072017,121049,1,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,0.06,0.06,0.12
simulatedControlCondition,73,C00,3,6,3,11,9,1,19072017,121051,2,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,0.04,0.08,0.12
simulatedControlCondition,73,C00,3,6,3,11,9,1,19072017,121053,3,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,0.02,0.06,0.08
simulatedControlCondition,73,C00,3,6,3,11,9,1,19072017,121057,4,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,0.04,0.04,0.08
