EXPERIMENTALCONDITION,PARTICIPANTID,COMPUTERID,EXPERIMENT,DPS,BLOCKDP,DP,ABSORDER,RELORDER,DATE,TIME,NTRIAL,TYPETRIAL,LEARNINGMODE,RANDOMORIGIN,RANDOMDESTINATION,ROUTESHOWN,CONTROLROUTE_C,TREATMENTROUTE_T,DIRECTIONSHOWN,CONTROLCOLOR_C,TREATMENTCOLOR_T,COLORSHOWN,WAITING,TRAVEL,JOURNEY
simulatedControlCondition,65,A00,3,6,2,10,12,4,18072017,190634,1,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,4,4,8
simulatedControlCondition,65,A00,3,6,2,10,12,4,18072017,190652,2,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,4,6,10
simulatedControlCondition,65,A00,3,6,2,10,12,4,18072017,190711,3,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,4,8,12
simulatedControlCondition,65,A00,3,6,2,10,12,4,18072017,190730,4,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,4,6,10
simulatedControlCondition,65,A00,3,6,2,10,12,4,18072017,190753,5,consequence,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,4,6,10
simulatedControlCondition,65,A00,3,6,2,10,12,4,18072017,190812,6,consequence,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,4,6,10
simulatedControlCondition,65,A00,3,6,6,14,13,5,18072017,190834,1,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,0,6,6
simulatedControlCondition,65,A00,3,6,6,14,13,5,18072017,190856,2,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,4,10,14
simulatedControlCondition,65,A00,3,6,6,14,13,5,18072017,190918,3,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,8,6,14
simulatedControlCondition,65,A00,3,6,6,14,13,5,18072017,190932,4,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,4,2,6
simulatedControlCondition,65,A00,3,6,6,14,13,5,18072017,191008,5,consequence,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,4,10,14
simulatedControlCondition,65,A00,3,6,6,14,13,5,18072017,191024,6,consequence,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,4,2,6
simulatedControlCondition,65,A00,3,6,4,12,14,6,18072017,191054,1,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,4,6,10
simulatedControlCondition,65,A00,3,6,4,12,14,6,18072017,191108,2,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,0,6,6
simulatedControlCondition,65,A00,3,6,4,12,14,6,18072017,191126,3,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,4,6,10
simulatedControlCondition,65,A00,3,6,4,12,14,6,18072017,191148,4,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,8,6,14
simulatedControlCondition,65,A00,3,6,4,12,14,6,18072017,191212,5,consequence,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,8,6,14
simulatedControlCondition,65,A00,3,6,4,12,14,6,18072017,191227,6,consequence,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,0,6,6
simulatedTreatmentCondition1,64,F00,0,1,1,None,None,None,18072017,155911,1,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,5,5,10
simulatedTreatmentCondition1,64,F00,0,1,1,None,None,None,18072017,155930,2,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,4,4,8
simulatedTreatmentCondition1,64,F00,1,2,2,2,1,1,18072017,160114,1,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,6,6,12
simulatedTreatmentCondition1,64,F00,1,2,2,2,1,1,18072017,160133,2,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,6,4,10
simulatedTreatmentCondition1,64,F00,1,2,2,2,1,1,18072017,160224,3,consequence,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,6,6,12
simulatedTreatmentCondition1,64,F00,1,2,1,1,2,2,18072017,160302,1,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,6,6,12
simulatedTreatmentCondition1,64,F00,1,2,1,1,2,2,18072017,160322,2,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,4,6,10
simulatedTreatmentCondition1,64,F00,1,2,1,1,2,2,18072017,160343,3,consequence,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,4,6,10
simulatedTreatmentCondition1,64,F00,2,6,1,3,3,1,18072017,160423,1,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,6,4,10
simulatedTreatmentCondition1,64,F00,2,6,1,3,3,1,18072017,160442,2,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,4,6,10
simulatedTreatmentCondition1,64,F00,2,6,1,3,3,1,18072017,160506,3,consequence,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,4,6,10
simulatedTreatmentCondition1,64,F00,2,6,2,4,4,2,18072017,160529,1,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,1,9,10
simulatedTreatmentCondition1,64,F00,2,6,2,4,4,2,18072017,160556,2,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,9,1,10
simulatedTreatmentCondition1,64,F00,2,6,2,4,4,2,18072017,160621,3,consequence,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,1,9,10
simulatedTreatmentCondition1,64,F00,2,6,5,7,5,3,18072017,160645,1,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,8,1,9
simulatedTreatmentCondition1,64,F00,2,6,5,7,5,3,18072017,160704,2,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,2,8,10
simulatedTreatmentCondition1,64,F00,2,6,5,7,5,3,18072017,160724,3,consequence,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,8,1,9
simulatedTreatmentCondition1,64,F00,2,6,4,6,6,4,18072017,160751,1,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,8,2,10
simulatedTreatmentCondition1,64,F00,2,6,4,6,6,4,18072017,160810,2,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,3,8,11
simulatedTreatmentCondition1,64,F00,2,6,4,6,6,4,18072017,160831,3,consequence,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,8,2,10
simulatedTreatmentCondition1,64,F00,2,6,3,5,7,5,18072017,160854,1,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,8,2,10
simulatedTreatmentCondition1,64,F00,2,6,3,5,7,5,18072017,160915,2,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,2,9,11
simulatedTreatmentCondition1,64,F00,2,6,3,5,7,5,18072017,160939,3,consequence,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,8,2,10
simulatedTreatmentCondition1,64,F00,2,6,6,8,8,6,18072017,161001,1,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,7,2,9
simulatedTreatmentCondition1,64,F00,2,6,6,8,8,6,18072017,161020,2,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,2,8,10
simulatedTreatmentCondition1,64,F00,2,6,6,8,8,6,18072017,161039,3,consequence,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,7,2,9
simulatedTreatmentCondition1,64,F00,3,6,6,14,9,1,18072017,161434,1,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,4,10,14
simulatedTreatmentCondition1,64,F00,3,6,6,14,9,1,18072017,161447,2,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,0,6,6
simulatedTreatmentCondition1,64,F00,3,6,6,14,9,1,18072017,161500,3,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,4,2,6
simulatedTreatmentCondition1,64,F00,3,6,6,14,9,1,18072017,161522,4,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,8,6,14
simulatedTreatmentCondition1,64,F00,3,6,6,14,9,1,18072017,161537,5,consequence,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,0,6,6
simulatedTreatmentCondition1,64,F00,3,6,6,14,9,1,18072017,161601,6,consequence,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,8,6,14
simulatedTreatmentCondition1,64,F00,3,6,1,9,10,2,18072017,161631,1,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,6,6,12
simulatedTreatmentCondition1,64,F00,3,6,1,9,10,2,18072017,161648,2,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,4,6,10
simulatedTreatmentCondition1,64,F00,3,6,1,9,10,2,18072017,161703,3,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,2,6,8
simulatedTreatmentCondition1,64,F00,3,6,1,9,10,2,18072017,161722,4,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,4,6,10
simulatedTreatmentCondition1,64,F00,3,6,1,9,10,2,18072017,161744,5,consequence,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,6,6,12
simulatedTreatmentCondition1,64,F00,3,6,1,9,10,2,18072017,161800,6,consequence,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,2,6,8
simulatedTreatmentCondition1,64,F00,3,6,5,13,11,3,18072017,161822,1,learning,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,4,2,6
simulatedTreatmentCondition1,64,F00,3,6,5,13,11,3,18072017,161839,2,learning,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,4,6,10
simulatedTreatmentCondition1,64,F00,3,6,5,13,11,3,18072017,161900,3,learning,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,4,10,14
simulatedTreatmentCondition1,64,F00,3,6,5,13,11,3,18072017,161921,4,learning,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,4,6,10
simulatedTreatmentCondition1,64,F00,3,6,5,13,11,3,18072017,161945,5,consequence,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,4,6,10
simulatedTreatmentCondition1,64,F00,3,6,5,13,11,3,18072017,162003,6,consequence,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,4,6,10
simulatedTreatmentCondition1,64,F00,3,6,3,11,12,4,18072017,162029,1,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,4,8,12
simulatedTreatmentCondition1,64,F00,3,6,3,11,12,4,18072017,162045,2,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,2,6,8
simulatedTreatmentCondition1,64,F00,3,6,3,11,12,4,18072017,162101,3,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,4,4,8
simulatedTreatmentCondition1,64,F00,3,6,3,11,12,4,18072017,162122,4,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,6,6,12
simulatedTreatmentCondition1,64,F00,3,6,3,11,12,4,18072017,162143,5,consequence,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,6,6,12
simulatedTreatmentCondition1,64,F00,3,6,3,11,12,4,18072017,162201,6,consequence,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,2,6,8
simulatedTreatmentCondition1,64,F00,3,6,4,12,13,5,18072017,162226,1,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,0,6,6
simulatedTreatmentCondition1,64,F00,3,6,4,12,13,5,18072017,162243,2,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,4,6,10
simulatedTreatmentCondition1,64,F00,3,6,4,12,13,5,18072017,162304,3,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,8,6,14
simulatedTreatmentCondition1,64,F00,3,6,4,12,13,5,18072017,162323,4,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,4,6,10
simulatedTreatmentCondition1,64,F00,3,6,4,12,13,5,18072017,162339,5,consequence,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,0,6,6
simulatedTreatmentCondition1,64,F00,3,6,4,12,13,5,18072017,162402,6,consequence,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,8,6,14
simulatedTreatmentCondition1,64,F00,3,6,2,10,14,6,18072017,162423,1,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,4,4,8
simulatedTreatmentCondition1,64,F00,3,6,2,10,14,6,18072017,162440,2,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,4,6,10
simulatedTreatmentCondition1,64,F00,3,6,2,10,14,6,18072017,162459,3,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,4,8,12
simulatedTreatmentCondition1,64,F00,3,6,2,10,14,6,18072017,162517,4,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,4,6,10
simulatedTreatmentCondition1,64,F00,3,6,2,10,14,6,18072017,162537,5,consequence,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,4,6,10
simulatedTreatmentCondition1,64,F00,3,6,2,10,14,6,18072017,162555,6,consequence,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,4,6,10
simulatedControlCondition,63,C00,0,1,1,None,None,None,18072017,163228,1,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,4,4,8
simulatedControlCondition,63,C00,0,1,1,None,None,None,18072017,163249,2,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,5,5,10
simulatedControlCondition,63,C00,1,2,1,1,1,1,18072017,163430,1,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,4,6,10
simulatedControlCondition,63,C00,1,2,1,1,1,1,18072017,163455,2,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,6,6,12
simulatedControlCondition,63,C00,1,2,1,1,1,1,18072017,163536,3,consequence,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,4,6,10
simulatedControlCondition,63,C00,1,2,2,2,2,2,18072017,163610,1,learning,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,6,6,12
simulatedControlCondition,63,C00,1,2,2,2,2,2,18072017,163630,2,learning,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,6,4,10
simulatedControlCondition,63,C00,1,2,2,2,2,2,18072017,163653,3,consequence,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,6,6,12
simulatedControlCondition,63,C00,2,6,5,7,3,1,18072017,163724,1,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,2,8,10
simulatedControlCondition,63,C00,2,6,5,7,3,1,18072017,163743,2,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,8,1,9
simulatedControlCondition,63,C00,2,6,5,7,3,1,18072017,163813,3,consequence,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,2,8,10
simulatedControlCondition,63,C00,2,6,3,5,4,2,18072017,163838,1,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,8,2,10
simulatedControlCondition,63,C00,2,6,3,5,4,2,18072017,163858,2,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,2,9,11
simulatedControlCondition,63,C00,2,6,3,5,4,2,18072017,163920,3,consequence,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,2,9,11
simulatedControlCondition,63,C00,2,6,6,8,5,3,18072017,163943,1,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,7,2,9
simulatedControlCondition,63,C00,2,6,6,8,5,3,18072017,164002,2,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,2,8,10
simulatedControlCondition,63,C00,2,6,6,8,5,3,18072017,164020,3,consequence,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,7,2,9
simulatedControlCondition,63,C00,2,6,4,6,6,4,18072017,164048,1,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,3,8,11
simulatedControlCondition,63,C00,2,6,4,6,6,4,18072017,164105,2,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,8,2,10
simulatedControlCondition,63,C00,2,6,4,6,6,4,18072017,164128,3,consequence,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,8,2,10
simulatedControlCondition,63,C00,2,6,2,4,7,5,18072017,164151,1,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,1,9,10
simulatedControlCondition,63,C00,2,6,2,4,7,5,18072017,164209,2,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,9,1,10
simulatedControlCondition,63,C00,2,6,2,4,7,5,18072017,164229,3,consequence,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,1,9,10
simulatedControlCondition,63,C00,2,6,1,3,8,6,18072017,164250,1,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,4,6,10
simulatedControlCondition,63,C00,2,6,1,3,8,6,18072017,164308,2,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,6,4,10
simulatedControlCondition,63,C00,2,6,1,3,8,6,18072017,164327,3,consequence,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,4,6,10
simulatedControlCondition,63,C00,3,6,1,9,9,1,18072017,164654,1,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,2,6,8
simulatedControlCondition,63,C00,3,6,1,9,9,1,18072017,164711,2,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,4,6,10
simulatedControlCondition,63,C00,3,6,1,9,9,1,18072017,164730,3,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,6,6,12
simulatedControlCondition,63,C00,3,6,1,9,9,1,18072017,164747,4,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,4,6,10
simulatedControlCondition,63,C00,3,6,1,9,9,1,18072017,164810,5,consequence,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,4,6,10
simulatedControlCondition,63,C00,3,6,1,9,9,1,18072017,164827,6,consequence,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,4,6,10
simulatedControlCondition,63,C00,3,6,3,11,10,2,18072017,164851,1,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,4,8,12
simulatedControlCondition,63,C00,3,6,3,11,10,2,18072017,164907,2,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,2,6,8
simulatedControlCondition,63,C00,3,6,3,11,10,2,18072017,164922,3,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,4,4,8
simulatedControlCondition,63,C00,3,6,3,11,10,2,18072017,164942,4,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,6,6,12
simulatedControlCondition,63,C00,3,6,3,11,10,2,18072017,165004,5,consequence,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,6,6,12
simulatedControlCondition,63,C00,3,6,3,11,10,2,18072017,165020,6,consequence,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,2,6,8
simulatedControlCondition,63,C00,3,6,4,12,11,3,18072017,165045,1,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,4,6,10
simulatedControlCondition,63,C00,3,6,4,12,11,3,18072017,165058,2,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,0,6,6
simulatedControlCondition,63,C00,3,6,4,12,11,3,18072017,165115,3,learning,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,4,6,10
simulatedControlCondition,63,C00,3,6,4,12,11,3,18072017,165137,4,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,blue,red,blue,8,6,14
simulatedControlCondition,63,C00,3,6,4,12,11,3,18072017,165159,5,consequence,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,4,6,10
simulatedControlCondition,63,C00,3,6,4,12,11,3,18072017,165218,6,consequence,halfRandom,east,west,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,4,6,10
simulatedControlCondition,63,C00,3,6,5,13,12,4,18072017,165235,1,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,4,2,6
simulatedControlCondition,63,C00,3,6,5,13,12,4,18072017,165252,2,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,4,6,10
simulatedControlCondition,63,C00,3,6,5,13,12,4,18072017,165313,3,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,4,10,14
simulatedControlCondition,63,C00,3,6,5,13,12,4,18072017,165330,4,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,4,6,10
simulatedControlCondition,63,C00,3,6,5,13,12,4,18072017,165349,5,consequence,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,4,6,10
simulatedControlCondition,63,C00,3,6,5,13,12,4,18072017,165407,6,consequence,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,4,6,10
simulatedControlCondition,63,C00,3,6,2,10,13,5,18072017,165425,1,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,4,4,8
simulatedControlCondition,63,C00,3,6,2,10,13,5,18072017,165442,2,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,4,6,10
simulatedControlCondition,63,C00,3,6,2,10,13,5,18072017,165501,3,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,4,8,12
simulatedControlCondition,63,C00,3,6,2,10,13,5,18072017,165518,4,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,4,6,10
simulatedControlCondition,63,C00,3,6,2,10,13,5,18072017,165538,5,consequence,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,4,6,10
simulatedControlCondition,63,C00,3,6,2,10,13,5,18072017,165555,6,consequence,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,4,6,10
simulatedControlCondition,63,C00,3,6,6,14,14,6,18072017,165613,1,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,0,6,6
simulatedControlCondition,63,C00,3,6,6,14,14,6,18072017,165625,2,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,4,2,6
simulatedControlCondition,63,C00,3,6,6,14,14,6,18072017,165646,3,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,red,blue,red,8,6,14
simulatedControlCondition,63,C00,3,6,6,14,14,6,18072017,165709,4,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,4,10,14
simulatedControlCondition,63,C00,3,6,6,14,14,6,18072017,165732,5,consequence,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,4,10,14
simulatedControlCondition,63,C00,3,6,6,14,14,6,18072017,165745,6,consequence,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,4,2,6
simulatedTreatmentCondition1,62,B00,0,1,1,None,None,None,18072017,163642,1,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,blue,red,blue,4,4,8
simulatedTreatmentCondition1,62,B00,0,1,1,None,None,None,18072017,163706,2,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,blue,red,red,5,5,10
simulatedTreatmentCondition1,62,B00,1,2,2,2,1,1,18072017,163851,1,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,6,6,12
simulatedTreatmentCondition1,62,B00,1,2,2,2,1,1,18072017,163912,2,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,6,4,10
simulatedTreatmentCondition1,62,B00,1,2,2,2,1,1,18072017,163941,3,consequence,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,6,6,12
simulatedTreatmentCondition1,62,B00,1,2,1,1,2,2,18072017,164008,1,learning,halfRandom,east,west,treatment,counterclockwise,clockwise,clockwise,red,blue,blue,6,6,12
simulatedTreatmentCondition1,62,B00,1,2,1,1,2,2,18072017,164028,2,learning,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,4,6,10
simulatedTreatmentCondition1,62,B00,1,2,1,1,2,2,18072017,164050,3,consequence,halfRandom,east,west,control,counterclockwise,clockwise,counterclockwise,red,blue,red,4,6,10
simulatedTreatmentCondition1,62,B00,2,6,4,6,3,1,18072017,164131,1,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,8,2,10
simulatedTreatmentCondition1,62,B00,2,6,4,6,3,1,18072017,164152,2,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,3,8,11
simulatedTreatmentCondition1,62,B00,2,6,4,6,3,1,18072017,164216,3,consequence,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,8,2,10
simulatedTreatmentCondition1,62,B00,2,6,3,5,4,2,18072017,164239,1,learning,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,2,9,11
simulatedTreatmentCondition1,62,B00,2,6,3,5,4,2,18072017,164259,2,learning,halfRandom,west,east,treatment,clockwise,counterclockwise,counterclockwise,red,blue,blue,8,2,10
simulatedTreatmentCondition1,62,B00,2,6,3,5,4,2,18072017,164325,3,consequence,halfRandom,west,east,control,clockwise,counterclockwise,clockwise,red,blue,red,2,9,11
simulatedTreatmentCondition1,62,B00,2,6,1,3,5,3,18072017,164346,1,learning,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,4,6,10
simulatedTreatmentCondition1,62,B00,2,6,1,3,5,3,18072017,164406,2,learning,halfRandom,west,east,treatment,counterclockwise,clockwise,clockwise,blue,red,red,6,4,10
simulatedTreatmentCondition1,62,B00,2,6,1,3,5,3,18072017,164426,3,consequence,halfRandom,west,east,control,counterclockwise,clockwise,counterclockwise,blue,red,blue,4,6,10
simulatedTreatmentCondition1,62,B00,2,6,6,8,6,4,18072017,164448,1,learning,halfRandom,east,west,control,clockwise,counterclockwise,clockwise,red,blue,red,7,2,9
